Swaziland,2007/08,0,0,1722,-0,16,1,0,0,430,2170,0,2170,,,,,
Swaziland,2008/09,0,0,798,0,14,0,0,0,199,1011,0,1011,,,,,
Tanzania,2004/05,16299,12271,3414,3917,34595,22445,164,25,174,93304,3242,96546,,,,,
Tanzania,2005/06,21361,13640,3673,5190,37458,27654,87,0,0,109063,3502,112566,,,,,
Tanzania,2006/07,22963,16002,3800,5513,32310,28388,-23,34,700,109687,2533,112220,,,,,
Tanzania,2007/08,26417,17008,3239,6444,37243,34280,0,233,460,125324,-2500,122824,,,,,
Tanzania,2008/09,26985,15599,3222,6491,44105,35503,0,289,550,132744,0,132744,,,,,
Togo,2004/05,0,40,0,0,20,0,0,0,0,60,0,60,,,,,
Togo,2005/06,0,22,0,0,126,0,0,0,0,149,300,449,,,,,
Togo,2006/07,0,13,0,0,73,0,0,0,0,86,250,336,,,,,
Togo,2007/08,0,22,0,0,127,0,0,0,0,150,0,150,,,,,
Togo,2008/09,0,10,0,0,57,0,0,0,0,67,0,67,,,,,
Tunisia,2004/05,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tunisia,2005/06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tunisia,2006/07,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tunisia,2007/08,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Tunisia,2008/09,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Uganda,2004/05,9570,7716,660,1811,12777,17072,57,130,10903,60696,758,61454,,,,,
Uganda,2005/06,7851,7843,781,2199,13999,13304,6,248,19927,66158,5906,72064,,,,,
Uganda,2006/07,10399,9617,3530,2135,19022,16539,0,27,15556,76827,1155,77982,,,,,
Uganda,2007/08,9158,8548,10856,1335,17989,14271,8,45,7378,69587,-259,69328,,,,,
Uganda,2008/09,9212,10275,9645,1050,18473,13501,1575,119,7180,71029,33,71062,,,,,
Zambia,2004/05,8952,6636,1175,0,6852,4152,90,74,253,28184,2401,30585,,,,,
Zambia,2005/06,13077,12221,6163,0,4986,7978,218,5,599,45247,2373,47619,,,,,
Zambia,2006/07,12332,10250,2580,0,5745,8566,236,34,617,40358,21011,61369,,,,,
Zambia,2007/08,9841,9747,3154,0,7004,10092,280,60,1462,41640,20,41660,,,,,
Zambia,2008/09,7312,13826,6207,1385,6782,8073,283,133,2851,46853,0,46853,,,,,
Zimbabwe,2004/05,0,10832,2011,10,121,131,12,0,12392,25509,1846,27355,,,,,
Zimbabwe,2005/06,0,7871,2510,0,54,139,0,15,23519,34108,1268,35376,,,,,
Zimbabwe,2006/07,0,16650,5852,0,36,86,0,172,10139,32935,1137,34072,,,,,
Zimbabwe,2007/08,0,24397,12998,0,768,63,0,482,4552,43260,6,43266,,,,,
Zimbabwe,2008/09,0,28189,13790,4225,1307,2880,145,504,3945,54985,1063,56048,,,,,
